Order,Family,Subfamily,UMD_Code,TaxLevel,Genus,Species,Subspecies,IncludeSubspecies,Common Name,NABA Comments,Comments,Stex-Mex OW only
289,Lycaenidae,Polyommatinae,CELLAD,SUBSPECIES,Celastrina,ladon,idella,,'Atlantic' Spring Azure,,,FALSE
290,Lycaenidae,Polyommatinae,CELLAD,SUBSPECIES,Celastrina,ladon,humulus,,Hops' Spring Azure,,,FALSE
291,Lycaenidae,Polyommatinae,CELLAD,SUBSPECIES,Celastrina,ladon,argentata,,'Manitoba' Spring Azure,,,FALSE
292,Lycaenidae,Polyommatinae,CELLAD,SUBSPECIES,Celastrina,ladon,neglecta,,Summer' Spring Azure,,,FALSE
293,Lycaenidae,Polyommatinae,CELNEG,SPECIES,Celastrina,neglectamajor,,,Appalachian Azure,,sub species as per Scott,FALSE
294,Lycaenidae,Polyommatinae,CELNIG,SPECIES,Celastrina,nigra,,,Dusky Azure,,(=ebinina),FALSE
791,Hesperiidae,Pyrginae,CELO-SP,GENUS,Celotes,sp.,,,Streaky-Skipper sp.,,,FALSE
790,Hesperiidae,Pyrginae,CELOLIM,SPECIES,Celotes,limpia,,,Scarce Streaky-Skipper,,,FALSE
789,Hesperiidae,Pyrginae,CELONES,SPECIES,Celotes,nessus,,,Common Streaky-Skipper,,,FALSE
614,Nymphalidae,Satyrinae,CER-SP,GENUS,Cercyonis,sp.,,,Wood-Nymph sp.,,,FALSE
611,Nymphalidae,Satyrinae,CERMEA,SPECIES,Cercyonis,meadii,,,Mead's Wood-Nymph,,,FALSE
613,Nymphalidae,Satyrinae,CEROET,SPECIES,Cercyonis,oetus,,,Small Wood-Nymph,,,FALSE
610,Nymphalidae,Satyrinae,CERPEG,SPECIES,Cercyonis,pegala,,,Common Wood-Nymph,,,FALSE
612,Nymphalidae,Satyrinae,CERSTH,SPECIES,Cercyonis,sthenele,,,Great Basin Wood-Nymph,,,FALSE
667,Hesperiidae,Pyrginae,CHI-SP,GENUS,Chioides,sp.,,,Longtail sp.,,,FALSE
665,Hesperiidae,Pyrginae,CHICAT,SPECIES,Chioides,catillus,,,White-striped Longtail,,,TRUE
751,Hesperiidae,Pyrginae,CHIO-SP,GENUS,Chiomara,sp.,,,Chiomara sp.,,,FALSE
749,Hesperiidae,Pyrginae,CHIOASY,SPECIES,Chiomara,asychis,,,White-patched Skipper,*,,FALSE
750,Hesperiidae,Pyrginae,CHIOMIT,SPECIES,Chiomara,mithrax,,,Slaty Skipper,*,,FALSE
666,Hesperiidae,Pyrginae,CHIZIL,SPECIES,Chioides,zilpa,,,Zilpa Longtail,,,FALSE
176,Lycaenidae,Theclinae,CHL-SP,GENUS,Chlorostrymon,sp.,,,Chlorostrymon sp.,,,FALSE
173,Lycaenidae,Theclinae,CHLMAE,SPECIES,Chlorostrymon,maesites,,,Amethyst Hairstreak,,,FALSE
452,Nymphalidae,Nymphalinae,CHLO-SP,GENUS,Chlosyne,sp.,,,Chlosyne sp.,,,FALSE
449,Nymphalidae,Nymphalinae,CHLOACA,SPECIES,Chlosyne,acastus,,,Sagebrush Checkerspot,,,FALSE
437,Nymphalidae,Nymphalinae,CHLOCAL,SPECIES,Chlosyne,californica,,,California Patch,,,FALSE
433,Nymphalidae,Nymphalinae,CHLOCHI,SPECIES,Chlosyne,chinatiensis,,,Chinati Checkerspot,*,NABA changed genus to Chlosyne as per Jeff Glassberg (5/19/06),FALSE
434,Nymphalidae,Nymphalinae,CHLOCYN,SPECIES,Chlosyne,cyneas,,,Black Checkerspot,,NABA changed genus to Chlosyne as per Jeff Glassberg (5/19/06),FALSE
439,Nymphalidae,Nymphalinae,CHLODEF,SPECIES,Chlosyne,definita,,,Definite Patch,,,FALSE
440,Nymphalidae,Nymphalinae,CHLOEND,SPECIES,Chlosyne,endeis,,,Banded Patch,,,FALSE
435,Nymphalidae,Nymphalinae,CHLOFUL,SPECIES,Chlosyne,fulvia,,,Fulvia Checkerspot,,NABA changed genus to Chlosyne as per Jeff Glassberg (5/19/06),FALSE
450,Nymphalidae,Nymphalinae,CHLOGAB,SPECIES,Chlosyne,gabbii,,,Gabb's Checkerspot,,,FALSE
444,Nymphalidae,Nymphalinae,CHLOGOR,SPECIES,Chlosyne,gorgone,,,Gorgone Checkerspot,,,FALSE
446,Nymphalidae,Nymphalinae,CHLOHAR,SPECIES,Chlosyne,harrisii,,,Harris' Checkerspot,,,FALSE
451,Nymphalidae,Nymphalinae,CHLOHOF,SPECIES,Chlosyne,hoffmanni,,,Hoffmann's Checkerspot,,,FALSE
441,Nymphalidae,Nymphalinae,CHLOJAN,SPECIES,Chlosyne,janais,,,Crimson Patch,,,TRUE
438,Nymphalidae,Nymphalinae,CHLOLAC,SPECIES,Chlosyne,lacinia,,,Bordered Patch,,,FALSE
436,Nymphalidae,Nymphalinae,CHLOLEA,SPECIES,Chlosyne,leanira,,,Leanira Checkerspot,,NABA changed genus to Chlosyne as per Jeff Glassberg (5/19/06),FALSE
443,Nymphalidae,Nymphalinae,CHLOMAR,SPECIES,Chlosyne,marina,,,Red-spotted Patch,,,FALSE
445,Nymphalidae,Nymphalinae,CHLONYC,SPECIES,Chlosyne,nycteis,,,Silvery Checkerspot,,,FALSE
447,Nymphalidae,Nymphalinae,CHLOPAL,SPECIES,Chlosyne,palla,,,Northern Checkerspot,,,FALSE
442,Nymphalidae,Nymphalinae,CHLOROS,SPECIES,Chlosyne,rosita,,,Rosita Patch,,,FALSE
432,Nymphalidae,Nymphalinae,CHLOTHE,SPECIES,Chlosyne,theona,,,Theona Checkerspot,*,NABA changed genus to Chlosyne as per Jeff Glassberg (5/19/06),FALSE
448,Nymphalidae,Nymphalinae,CHLOWHI,SPECIES,Chlosyne,whitneyi,,,Rockslide Checkerspot,,,FALSE
175,Lycaenidae,Theclinae,CHLSIM,SPECIES,Chlorostrymon,simaethis,,,Silver-banded Hairstreak,,,FALSE
174,Lycaenidae,Theclinae,CHLTEL,SPECIES,Chlorostrymon,telea,,,Telea Hairstreak,,,FALSE
680,Hesperiidae,Pyrginae,COD-SP,GENUS,Codatractus,sp.,,,Codatractus sp.,,,FALSE
677,Hesperiidae,Pyrginae,CODALC,SPECIES,Codatractus,alcaeus,,,White-crescent Longtail,,,FALSE
678,Hesperiidae,Pyrginae,CODARI,SPECIES,Codatractus,arizonensis,,,Arizona Skipper,,,FALSE
679,Hesperiidae,Pyrginae,CODMYS,SPECIES,Codatractus,mysie,,,Valeriana Skipper,*,Thorybes valeriana as per Scott,FALSE
609,Nymphalidae,Satyrinae,COE-SP,GENUS,Coenonympha,sp.,,,Ringlet sp.,,,FALSE
602,Nymphalidae,Satyrinae,COEHAY,SPECIES,Coenonympha,haydenii,,,Hayden's Ringlet,,,FALSE
603,Nymphalidae,Satyrinae,COETUL,SPECIES,Coenonympha,tullia,,,Common Ringlet,*,,FALSE
604,Nymphalidae,Satyrinae,COETUL,SUBSPECIES,Coenonympha,tullia,inornata,,Inornate' Common Ringlet,,,FALSE
605,Nymphalidae,Satyrinae,COETUL,SUBSPECIES,Coenonympha,tullia,nipisiquit,,'Salt Marsh' Common Ringlet,*,,FALSE
606,Nymphalidae,Satyrinae,COETUL,SUBSPECIES,Coenonympha,tullia,ochracea,,Ochre' Common Ringlet,,,FALSE
607,Nymphalidae,Satyrinae,COETUL,SUBSPECIES,Coenonympha,tullia,ampelos,,Northwest' Common Ringlet,,,FALSE
608,Nymphalidae,Satyrinae,COETUL,SUBSPECIES,Coenonympha,tullia,california,,California' Common Ringlet,,,FALSE
724,Hesperiidae,Pyrginae,COG-SP,GENUS,Cogia,sp.,,,Cogia sp.,,,FALSE
723,Hesperiidae,Pyrginae,COGCAI,SPECIES,Cogia,caicus,,,Gold-costa Skipper,*,,FALSE
720,Hesperiidae,Pyrginae,COGCAL,SPECIES,Cogia,calchas,,,Mimosa Skipper,,,FALSE
721,Hesperiidae,Pyrginae,COGHIP,SPECIES,Cogia,hippalus,,,Acacia Skipper,,,FALSE
722,Hesperiidae,Pyrginae,COGOUT,SPECIES,Cogia,outis,,,Outis Skipper,,,FALSE
113,Pieridae,Coliadinae,COL-SP,GENUS,Colias,sp.,,,Colias sp.,,,FALSE
95,Pieridae,Coliadinae,COLALE,SPECIES,Colias,alexandra,,,Queen Alexandra's Sulphur,*,,FALSE
96,Pieridae,Coliadinae,COLALE,SUBSPECIES,Colias,alexandra,harfordii,,'Harford's' Queen Alexandra's Sulphur,,,FALSE
97,Pieridae,Coliadinae,COLALE,SUBSPECIES,Colias,alexandra,krauthii,,Queen Alexandra's Sulphur,,,FALSE
107,Pieridae,Coliadinae,COLBEH,SPECIES,Colias,behrii,,,Sierra Sulphur,,,FALSE
102,Pieridae,Coliadinae,COLBOO,SPECIES,Colias,boothi,,,Booth's Sulphur,*,hybrid of hecla x nastes?,FALSE
100,Pieridae,Coliadinae,COLCAN,SPECIES,Colias,canadensis,,,Canadian Sulphur,,,FALSE
112,Pieridae,Coliadinae,COLCES,SPECIES,Colias,cesonia,,,Southern Dogface,,,FALSE
94,Pieridae,Coliadinae,COLCHR,SPECIES,Colias,christina,,,Christina's Sulphur,*,Scott treats christina as ssp. Of C. alexandra,FALSE
111,Pieridae,Coliadinae,COLEU1,SPECIES,Colias,eurydice,,,California Dogface,,,FALSE
88,Pieridae,Coliadinae,COLEU2,SPECIES,Colias,eurytheme,,,Orange Sulphur,,,FALSE
106,Pieridae,Coliadinae,COLGIG,SPECIES,Colias,gigantea,,,Giant Sulphur,,,FALSE
101,Pieridae,Coliadinae,COLHEC,SPECIES,Colias,hecla,,,Hecla Sulphur,,,FALSE
109,Pieridae,Coliadinae,COLINT,SPECIES,Colias,interior,,,Pink-edged Sulphur,,,FALSE
99,Pieridae,Coliadinae,COLJOH,SPECIES,Colias,johanseni,,,Coppermine Sulphur,*,,FALSE
98,Pieridae,Coliadinae,COLMEA,SPECIES,Colias,meadii,,,Mead's Sulphur,*,,FALSE
103,Pieridae,Coliadinae,COLNAS,SPECIES,Colias,nastes,,,Labrador Sulphur,,,FALSE
104,Pieridae,Coliadinae,COLNAS,SUBSPECIES,Colias,nastes,thula,,Labrador Sulphur,,,FALSE
91,Pieridae,Coliadinae,COLOCC,SPECIES,Colias,occidentalis,,,Western Sulphur,*,,FALSE
92,Pieridae,Coliadinae,COLOCC,SUBSPECIES,Colias,occidentalis,chrysomelas,,Western Sulphur,,,FALSE
93,Pieridae,Coliadinae,COLOCC,SUBSPECIES,Colias,occidentalis,pseudochristina,,Western Sulphur,*,,FALSE
110,Pieridae,Coliadinae,COLPAL,SPECIES,Colias,palaeno,,,Palaeno Sulphur,,,FALSE
108,Pieridae,Coliadinae,COLPEL,SPECIES,Colias,pelidne,,,Pelidne Sulphur,,,FALSE
87,Pieridae,Coliadinae,COLPHI,SPECIES,Colias,philodice,,,Clouded Sulphur,,,FALSE
105,Pieridae,Coliadinae,COLSCU,SPECIES,Colias,scudderi,,,Scudder's Sulphur,,,FALSE
831,Hesperiidae,Hesperiinae,CONCHY,SPECIES,Conga,chydaea,,,Hidden-ray Skipper,,,FALSE
841,Hesperiidae,Hesperiinae,COP-SP,GENUS,Copaeodes,sp.,,,Skipperling sp.,,,FALSE
839,Hesperiidae,Hesperiinae,COPAUR,SPECIES,Copaeodes,aurantiacus,,,Orange Skipperling,,,FALSE
840,Hesperiidae,Hesperiinae,COPMIN,SPECIES,Copaeodes,minimus,,,Southern Skipperling,,,FALSE
814,Hesperiidae,Hesperiinae,CORCOR,SPECIES,Corticea,corticea,,,Redundant Skipper,,,FALSE
201,Lycaenidae,Theclinae,CYA-SP,GENUS,Cyanophrys,sp.,,,Greenstreak sp.,,,FALSE
199,Lycaenidae,Theclinae,CYAGOO,SPECIES,Cyanophrys,goodsoni,,,Goodson's Greenstreak,,SCOTT uses Callophrys,FALSE
200,Lycaenidae,Theclinae,CYAHER,SPECIES,Cyanophrys,herodotus,,,Tropical Greenstreak,,SCOTT uses Callophrys,FALSE
198,Lycaenidae,Theclinae,CYAMIS,SPECIES,Cyanophrys,miserabilis,,,Clench's Greenstreak,,SCOTT uses Callophrys,FALSE
593,Nymphalidae,Satyrinae,CYL-SP,GENUS,Cyllopsis,sp.,,,Cyllopsis sp.,,,FALSE
592,Nymphalidae,Satyrinae,CYLGEM,SPECIES,Cyllopsis,gemma,,,Gemmed Satyr,,,FALSE
591,Nymphalidae,Satyrinae,CYLPER,SPECIES,Cyllopsis,pertepida,,,Canyonland Satyr,,,FALSE
588,Nymphalidae,Satyrinae,CYLPYR,SPECIES,Cyllopsis,pyracmon,,,Nabokov's Satyr,,,FALSE
589,Nymphalidae,Satyrinae,CYLPYR,SUBSPECIES,Cyllopsis,pyracmon,pyracmon,,'Nabokov's' Nabokov's Satyr,,,FALSE
590,Nymphalidae,Satyrinae,CYLPYR,SUBSPECIES,Cyllopsis,pyracmon,henshawi,,'Henshaw's' Nabokov's Satyr,,,FALSE
823,Hesperiidae,Hesperiinae,CYM-SP,GENUS,Cymaenes,sp.,,,Cymaenes sp.,,,FALSE
822,Hesperiidae,Hesperiinae,CYMODI,SPECIES,Cymaenes,odilia,,,Fawn-spotted Skipper,,,FALSE
821,Hesperiidae,Hesperiinae,CYMTRI,SPECIES,Cymaenes,tripunctus,,,Three-spotted Skipper,,,FALSE
650,Nymphalidae,Danainae,DAN-SP,GENUS,Danaus,sp.,,,Milkweed sp.,,,FALSE
649,Nymphalidae,Danainae,DANERE,SPECIES,Danaus,eresimus,,,Soldier,,,TRUE
648,Nymphalidae,Danainae,DANGIL,SPECIES,Danaus,gilippus,,,Queen,,,TRUE
647,Nymphalidae,Danainae,DANPLE,SPECIES,Danaus,plexippus,,,Monarch,,,TRUE
830,Hesperiidae,Hesperiinae,DECPER,SPECIES,Decinea,percosius,,,Double-dotted Skipper,,,FALSE
376,Nymphalidae,Heliconiinae,DIOMON,SPECIES,Dione,moneta,,,Mexican Silverspot,,,FALSE
646,Nymphalidae,Ithomiinae,DIRKLU,SPECIES,Dircenna,klugii,,,Klug's Clearwing,,,FALSE
578,Nymphalidae,Apaturinae,DOX-SP,GENUS,Doxocopa,sp.,,,Doxocopa sp.,,,FALSE
577,Nymphalidae,Apaturinae,DOXLAU,SPECIES,Doxocopa,laure,,,Silver Emperor,,,FALSE
576,Nymphalidae,Apaturinae,DOXPAV,SPECIES,Doxocopa,pavon,,,Pavon Emperor,,,FALSE
378,Nymphalidae,Heliconiinae,DRYAJUL,SPECIES,Dryas,iulia,,,Julia Heliconian,*,,TRUE
377,Nymphalidae,Heliconiinae,DRYPHA,SPECIES,Dryadula,phaetusa,,,Banded Orange Heliconian,,,FALSE
454,Nymphalidae,Nymphalinae,DYMDYM,SPECIES,Dymasia,dymas,,,Tiny Checkerspot,,,FALSE
455,Nymphalidae,Nymphalinae,DYMDYM,SUBSPECIES,Dymasia,dymas,chara,,Tiny Checkerspot,,,FALSE
544,Nymphalidae,Limenitidinae,DYNDYO,SPECIES,Dynamine,dyonis,,,Blue-eyed Sailor,,,FALSE
254,Lycaenidae,Theclinae,ELE-SP,GENUS,Electrostrymon,sp.,,,Electrostrymon sp.,,,FALSE
252,Lycaenidae,Theclinae,ELEANG,SPECIES,Electrostrymon,angelia,,,Fulvous Hairstreak,,,FALSE
253,Lycaenidae,Theclinae,ELECAN,SPECIES,Electrostrymon,canus,,,Muted Hairstreak,,,FALSE
251,Lycaenidae,Theclinae,ELESAN,SPECIES,Electrostrymon,sangala,,,Ruddy Hairstreak,,,FALSE
359,Riodinidae,,EME-SP,GENUS,Emesis,sp.,,,Emesis sp.,,,FALSE
356,Riodinidae,,EMEARE,SPECIES,Emesis,ares,,,Ares Metalmark,,,FALSE
357,Riodinidae,,EMEEME,SPECIES,Emesis,emesia,,,Curve-winged Metalmark,,,FALSE
358,Riodinidae,,EMETEN,SPECIES,Emesis,tenedia,,,Falcate Metalmark,,,FALSE
355,Riodinidae,,EMEZEL,SPECIES,Emesis,zela,,,Zela Metalmark,,,FALSE
139,Pieridae,Dismorphiinae,ENAALB,SPECIES,Enantia,albania,,,Costa-spotted Mimic-White,,,FALSE
584,Nymphalidae,Satyrinae,ENO-SP,GENUS,Enodia,sp.,,,Pearly-eye sp.,,,FALSE
582,Nymphalidae,Satyrinae,ENOANT,SPECIES,Enodia,anthedon,,,Northern Pearly-eye,,"Scott uses Lethe, anthedon sometimes a ssp of portlandia",FALSE
583,Nymphalidae,Satyrinae,ENOCRE,SPECIES,Enodia,creola,,,Creole Pearly-eye,,Scott uses Lethe,FALSE
581,Nymphalidae,Satyrinae,ENOPOR,SPECIES,Enodia,portlandia,,,Southern Pearly-eye,,"Scott uses Lethe, anthedon sometimes a ssp of portlandia",FALSE
661,Hesperiidae,Pyrginae,EPA-SP,GENUS,Epargyreus,sp.,,,Epargyreus sp.,,,FALSE
659,Hesperiidae,Pyrginae,EPACLA,SPECIES,Epargyreus,clarus,,,Silver-spotted Skipper,,,FALSE
660,Hesperiidae,Pyrginae,EPAEXA,SPECIES,Epargyreus,exadeus,,,Broken Silverdrop,,,FALSE
658,Hesperiidae,Pyrginae,EPAZES,SPECIES,Epargyreus,zestos,,,Zestos Skipper,,,FALSE
753,Hesperiidae,Pyrginae,EPHBRU,SPECIES,Ephyriades,brunneus,,,Florida Duskywing,,,FALSE
537,Nymphalidae,Limenitidinae,EPIADR,SPECIES,Epiphile,adrasta,,,Common Banner,,,FALSE
628,Nymphalidae,Satyrinae,ERE-SP,GENUS,Erebia,sp.,,,Alpine sp.,,,FALSE
625,Nymphalidae,Satyrinae,ERECAL,SPECIES,Erebia,callias,,,Colorado Alpine,,,FALSE
623,Nymphalidae,Satyrinae,EREDAB,SPECIES,Erebia,dabanensis,,,Four-dotted Alpine,*,(includes youngi ),FALSE
617,Nymphalidae,Satyrinae,EREDI1,SPECIES,Erebia,disa,,,Disa Alpine,*,,FALSE
621,Nymphalidae,Satyrinae,EREDI2,SPECIES,Erebia,discoidalis,,,Red-disked Alpine,,,FALSE
624,Nymphalidae,Satyrinae,EREEPI,SPECIES,Erebia,epipsodea,,,Common Alpine,,,FALSE
620,Nymphalidae,Satyrinae,EREFAS,SPECIES,Erebia,fasciata,,,Banded Alpine,,,FALSE
626,Nymphalidae,Satyrinae,EREKOZ,SPECIES,Erebia,kozhantshikovi,,,Reddish Alpine,*,(includes lafontainei ),FALSE
619,Nymphalidae,Satyrinae,EREMAG,SPECIES,Erebia,magdalena,,,Magdalena Alpine,*,includes mackingleyensis as per fu.net,FALSE
618,Nymphalidae,Satyrinae,EREMAN,SPECIES,Erebia,mancinus,,,Taiga Alpine,*,,FALSE
627,Nymphalidae,Satyrinae,EREOCC,SPECIES,Erebia,occulta,,,Eskimo Alpine,*,,FALSE
616,Nymphalidae,Satyrinae,EREROS,SPECIES,Erebia,rossii,,,Ross' Alpine,,,FALSE
622,Nymphalidae,Satyrinae,ERETHE,SPECIES,Erebia,theano,,,Theano Alpine,,,FALSE
615,Nymphalidae,Satyrinae,EREVID,SPECIES,Erebia,vidleri,,,Vidler's Alpine,,,FALSE
809,Hesperiidae,Hesperiinae,ERITHR,SPECIES,Erionota,thrax,,,Banana Skipper,*,,FALSE
267,Lycaenidae,Theclinae,ERO-SP,GENUS,Erora,sp.,,,Erora sp.,,,FALSE
265,Lycaenidae,Theclinae,EROLAE,SPECIES,Erora,laeta,,,Early Hairstreak,,,FALSE
266,Lycaenidae,Theclinae,EROQUA,SPECIES,Erora,quaderna,,,Arizona Hairstreak,,,FALSE
772,Hesperiidae,Pyrginae,ERY-SP,GENUS,Erynnis,sp.,,,Duskywing sp.,,,FALSE
770,Hesperiidae,Pyrginae,ERYAFR,SPECIES,Erynnis,afranius,,,Afranius Duskywing,,,FALSE
769,Hesperiidae,Pyrginae,ERYBAP,SPECIES,Erynnis,baptisiae,,,Wild Indigo Duskywing,,,FALSE
755,Hesperiidae,Pyrginae,ERYBRI,SPECIES,Erynnis,brizo,,,Sleepy Duskywing,,,FALSE
767,Hesperiidae,Pyrginae,ERYFUN,SPECIES,Erynnis,funeralis,,,Funereal Duskywing,,,FALSE
762,Hesperiidae,Pyrginae,ERYHOR,SPECIES,Erynnis,horatius,,,Horace's Duskywing,,,FALSE
754,Hesperiidae,Pyrginae,ERYICE,SPECIES,Erynnis,icelus,,,Dreamy Duskywing,,,FALSE
756,Hesperiidae,Pyrginae,ERYJUV,SPECIES,Erynnis,juvenalis,,,Juvenal's Duskywing,,,FALSE
757,Hesperiidae,Pyrginae,ERYJUV,SUBSPECIES,Erynnis,juvenalis,clitus,,'Arizona' Juvenal's Duskywing,,,FALSE
768,Hesperiidae,Pyrginae,ERYLUC,SPECIES,Erynnis,lucilius,,,Columbine Duskywing,,,FALSE
764,Hesperiidae,Pyrginae,ERYMAR,SPECIES,Erynnis,martialis,,,Mottled Duskywing,,,FALSE
760,Hesperiidae,Pyrginae,ERYMER,SPECIES,Erynnis,meridianus,,,Meridian Duskywing,,,FALSE
765,Hesperiidae,Pyrginae,ERYPAC,SPECIES,Erynnis,pacuvius,,,Pacuvius Duskywing,,,FALSE
771,Hesperiidae,Pyrginae,ERYPER,SPECIES,Erynnis,persius,,,Persius Duskywing,,,FALSE
759,Hesperiidae,Pyrginae,ERYPRO,SPECIES,Erynnis,propertius,,,Propertius Duskywing,,,FALSE
761,Hesperiidae,Pyrginae,ERYSCU,SPECIES,Erynnis,scudderi,,,Scudder's Duskywing,,,FALSE
758,Hesperiidae,Pyrginae,ERYTEL,SPECIES,Erynnis,telemachus,,,Rocky Mountain Duskywing,,,FALSE
763,Hesperiidae,Pyrginae,ERYTRI,SPECIES,Erynnis,tristis,,,Mournful Duskywing,,,FALSE
766,Hesperiidae,Pyrginae,ERYZAR,SPECIES,Erynnis,zarucco,,,Zarucco Duskywing,,,FALSE
77,Pieridae,Pierinae,EUC-SP,GENUS,Euchloe,sp.,,,Marble sp.,,,FALSE
69,Pieridae,Pierinae,EUCAUS,SPECIES,Euchloe,ausonides,,,Large Marble,,,FALSE
71,Pieridae,Pierinae,EUCCRE,SPECIES,Euchloe,creusa,,,Northern Marble,,,FALSE
72,Pieridae,Pierinae,EUCGUA,SPECIES,Euchloe,guaymasensis,,,Sonoran Marble,*,,FALSE
73,Pieridae,Pierinae,EUCHYA,SPECIES,Euchloe,hyantis,,,Pearly Marble,*,,FALSE
74,Pieridae,Pierinae,EUCHYA,SUBSPECIES,Euchloe,hyantis,hyantis,,'California' Pearly Marble,,,FALSE
75,Pieridae,Pierinae,EUCHYA,SUBSPECIES,Euchloe,hyantis,lotta,,'Desert' Pearly Marble,,,FALSE
70,Pieridae,Pierinae,EUCNAI,SPECIES,Euchloe,naina,,,Green Marble,*,,FALSE
76,Pieridae,Pierinae,EUCOLY,SPECIES,Euchloe,olympia,,,Olympia Marble,,,FALSE
379,Nymphalidae,Heliconiinae,EUEISA,SPECIES,Eueides,isabella,,,Isabella's Heliconian,,,FALSE
165,Lycaenidae,Theclinae,EUMATA,SPECIES,Eumaeus,atala,,,Atala,,,FALSE
543,Nymphalidae,Limenitidinae,EUN-SP,GENUS,Eunica,sp.,,,Eunica sp.,,,FALSE
541,Nymphalidae,Limenitidinae,EUNMON,SPECIES,Eunica,monima,,,Dingy Purplewing,,,FALSE
542,Nymphalidae,Limenitidinae,EUNTAT,SPECIES,Eunica,tatila,,,Florida Purplewing,,,FALSE
312,Lycaenidae,Polyommatinae,EUP-SP,GENUS,Euphilotes,sp.,,,Euphilotes sp.,,,FALSE
298,Lycaenidae,Polyommatinae,EUPBAT,SPECIES,Euphilotes,battoides,,,Square-spotted Blue,*,,FALSE
299,Lycaenidae,Polyommatinae,EUPBAT,SUBSPECIES,Euphilotes,battoides,allyni,,'El Segundo' Square-spotted Blue,,,FALSE
300,Lycaenidae,Polyommatinae,EUPBAT,SUBSPECIES,Euphilotes,battoides,bernardino,,Bernardino' Square-spotted Blue,,,FALSE
301,Lycaenidae,Polyommatinae,EUPBAT,SUBSPECIES,Euphilotes,battoides,intermedia,,Square-spotted Blue,,,FALSE
302,Lycaenidae,Polyommatinae,EUPBAT,SUBSPECIES,Euphilotes,battoides,baueri,,Square-spotted Blue,,,FALSE
303,Lycaenidae,Polyommatinae,EUPBAT,SUBSPECIES,Euphilotes,battoides,centralis,,Square-spotted Blue,,,FALSE
304,Lycaenidae,Polyommatinae,EUPBAT,SUBSPECIES,Euphilotes,battoides,ellisi,,Square-spotted Blue,,,FALSE
305,Lycaenidae,Polyommatinae,EUPENO,SPECIES,Euphilotes,enoptes,,,Dotted Blue,*,,FALSE
306,Lycaenidae,Polyommatinae,EUPENO,SUBSPECIES,Euphilotes,enoptes,mojave,,'Mojave' Dotted Blue,,,FALSE
307,Lycaenidae,Polyommatinae,EUPENO,SUBSPECIES,Euphilotes,enoptes,dammersi,,Dammer's' Dotted Blue,,,FALSE
308,Lycaenidae,Polyommatinae,EUPENO,SUBSPECIES,Euphilotes,enoptes,ancilla,,Dotted Blue,,,FALSE
482,Nymphalidae,Nymphalinae,EUPH-SP,GENUS,Euphydryas,sp.,,,Euphydryas sp.,,,FALSE
476,Nymphalidae,Nymphalinae,EUPHCHA,SPECIES,Euphydryas,chalcedona,,,Variable Checkerspot,,,FALSE
477,Nymphalidae,Nymphalinae,EUPHCHA,SUBSPECIES,Euphydryas,chalcedona,chalcedona,,Chalcedon' Variable Checkerspot,,,FALSE
478,Nymphalidae,Nymphalinae,EUPHCHA,SUBSPECIES,Euphydryas,chalcedona,colon,,'Snowberry' Variable Checkerspot,,,FALSE
479,Nymphalidae,Nymphalinae,EUPHCHA,SUBSPECIES,Euphydryas,chalcedona,anicia,,Anicia' Variable Checkerspot,,,FALSE
480,Nymphalidae,Nymphalinae,EUPHEDI,SPECIES,Euphydryas,editha,,,Edith's Checkerspot,,,FALSE
475,Nymphalidae,Nymphalinae,EUPHGIL,SPECIES,Euphydryas,gillettii,,,Gillett's Checkerspot,*,,FALSE
481,Nymphalidae,Nymphalinae,EUPHPHA,SPECIES,Euphydryas,phaeton,,,Baltimore Checkerspot,,,FALSE
309,Lycaenidae,Polyommatinae,EUPRIT,SPECIES,Euphilotes,rita,,,Rita Blue,*,,FALSE
310,Lycaenidae,Polyommatinae,EUPRIT,SUBSPECIES,Euphilotes,rita,pallescens,,'Pale' Rita Blue,,,FALSE
311,Lycaenidae,Polyommatinae,EUPSPA,SPECIES,Euphilotes,spaldingi,,,Spalding's Blue,,,FALSE
385,Nymphalidae,Heliconiinae,EUPT-SP,GENUS,Euptoieta,sp.,,,Euptoieta sp.,,,FALSE
383,Nymphalidae,Heliconiinae,EUPTCLA,SPECIES,Euptoieta,claudia,,,Variegated Fritillary,,,FALSE
384,Nymphalidae,Heliconiinae,EUPTHEG,SPECIES,Euptoieta,hegesia,,,Mexican Fritillary,,,FALSE
916,Hesperiidae,Hesperiinae,EUPY-SP,GENUS,Euphyes,sp.,,,Euphyes sp.,,,FALSE
907,Hesperiidae,Hesperiinae,EUPYARP,SPECIES,Euphyes,arpa,,,Palmetto Skipper,,,FALSE
910,Hesperiidae,Hesperiinae,EUPYBAY,SPECIES,Euphyes,bayensis,,,Bay Skipper,,,FALSE
913,Hesperiidae,Hesperiinae,EUPYBER,SPECIES,Euphyes,berryi,,,Berry's Skipper,,,FALSE
914,Hesperiidae,Hesperiinae,EUPYBIM,SPECIES,Euphyes,bimacula,,,Two-spotted Skipper,,,FALSE
912,Hesperiidae,Hesperiinae,EUPYCON,SPECIES,Euphyes,conspicua,,,Black Dash,,,FALSE
909,Hesperiidae,Hesperiinae,EUPYDIO,SPECIES,Euphyes,dion,,,Dion Skipper,,,FALSE
911,Hesperiidae,Hesperiinae,EUPYDUK,SPECIES,Euphyes,dukesi,,,Dukes' Skipper,,,FALSE
